,Unnamed: 0_x,match_id,date,tournament,Unnamed: 0_y,player_id,winner,Unnamed: 0,name,country
16749,6676,m_2007_U_72,2007-08-30,US Open,16764,atp_103018,False,2992,Max Mirnyi,BLR
16750,6767,m_2006_U_36,2006-08-30,US Open,16855,atp_103018,False,2992,Max Mirnyi,BLR
16751,6908,m_2005_U_50,2005-08-30,US Open,6876,atp_103018,True,2992,Max Mirnyi,BLR
16752,6941,m_2005_U_83,2005-02-09,US Open,6908,atp_103018,True,2992,Max Mirnyi,BLR
16753,6965,m_2005_U_107,2005-04-09,US Open,17052,atp_103018,False,2992,Max Mirnyi,BLR
16754,6996,m_2004_U_11,2004-08-30,US Open,17083,atp_103018,False,2992,Max Mirnyi,BLR
16755,7123,m_2003_U_11,2003-08-25,US Open,17209,atp_103018,False,2992,Max Mirnyi,BLR
16756,7282,m_2002_U_43,2002-08-26,US Open,7248,atp_103018,True,2992,Max Mirnyi,BLR
16757,7325,m_2002_U_86,2002-08-26,US Open,7291,atp_103018,True,2992,Max Mirnyi,BLR
16758,7346,m_2002_U_107,2002-08-26,US Open,7312,atp_103018,True,2992,Max Mirnyi,BLR
16759,7355,m_2002_U_116,2002-08-26,US Open,7321,atp_103018,True,2992,Max Mirnyi,BLR
16760,7359,m_2002_U_120,2002-08-26,US Open,17445,atp_103018,False,2992,Max Mirnyi,BLR
16761,7402,m_2001_U_36,2001-08-27,US Open,7368,atp_103018,True,2992,Max Mirnyi,BLR
16762,7447,m_2001_U_81,2001-08-27,US Open,7413,atp_103018,True,2992,Max Mirnyi,BLR
16763,7470,m_2001_U_104,2001-08-27,US Open,17556,atp_103018,False,2992,Max Mirnyi,BLR
16764,7534,m_2000_U_41,2000-08-28,US Open,7500,atp_103018,True,2992,Max Mirnyi,BLR
16765,7578,m_2000_U_85,2000-08-28,US Open,7544,atp_103018,True,2992,Max Mirnyi,BLR
16766,7601,m_2000_U_108,2000-08-28,US Open,17687,atp_103018,False,2992,Max Mirnyi,BLR
16793,6619,m_2007_U_15,2007-08-27,US Open,16709,atp_102565,False,2541,Alexander Waske,GER
16794,6743,m_2006_U_12,2006-08-28,US Open,16831,atp_102565,False,2541,Alexander Waske,GER
16795,7246,m_2002_U_7,2002-08-26,US Open,17332,atp_102565,False,2541,Alexander Waske,GER
16803,6777,m_2006_U_46,2006-08-30,US Open,6745,atp_103035,True,3008,Alessio Di Mauro,ITA
16804,6820,m_2006_U_89,2006-01-09,US Open,16908,atp_103035,False,3008,Alessio Di Mauro,ITA
16819,6880,m_2005_U_22,2005-08-30,US Open,16968,atp_103009,False,2983,Razvan Sabau,ROU
